phs,pht,phv,n,count_available
phs000280,pht006416,phv00294727,14402,True
phs000280,pht006416,phv00294787,148001,True
phs000280,pht004102,phv00206783,9560,True
phs000280,pht004103,phv00207069,14171,True
phs000280,pht004111,phv00207318,15622,True
phs000280,pht004145,phv00208976,12712,True
phs000280,pht004146,phv00209067,11419,True
phs000280,pht004161,phv00209714,15608,True
phs000280,pht004161,phv00209715,1012,True
phs000280,pht004161,phv00209716,976,True
phs000280,pht004161,phv00209717,1003,True
phs000280,pht006479,phv00298007,5955,True
phs000280,pht006479,phv00298008,578,True
phs000280,pht006479,phv00298009,555,True
phs000280,pht006479,phv00298010,573,True
phs000280,pht006479,phv00298011,189,True
phs000280,pht009479,phv00419909,7826,True
phs000280,pht012518,phv00507815,9062,True
phs000280,pht012839,phv00516823,15636,True
phs000280,pht012840,phv00516892,15636,True
phs000280,pht012835,phv00516590,13861,True
phs000280,pht012835,phv00516591,13861,True
phs000280,pht004102,phv00206817,8049,True
phs000280,pht004102,phv00206855,8065,True
phs000280,pht004032,phv00203151,15617,True
phs000280,pht006467,phv00297561,220,True
phs000280,pht006467,phv00297562,220,True
phs000280,pht006468,phv00511022,4600,True
phs000280,pht006468,phv00511023,4600,True
phs000280,pht004035,phv00203193,11490,True
phs000280,pht004034,phv00203175,12735,True
phs000280,pht006469,phv00297646,2541,True
phs000280,pht006419,phv00294838,0,False
phs000280,pht012855,phv00520006,0,False
phs000280,pht004032,phv00203154,15611,True
phs000280,pht004033,phv00203166,14183,True
phs000280,pht004034,phv00203176,12731,True
phs000280,pht004035,phv00203187,11492,True
phs000280,pht006467,phv00297563,220,True
phs000280,pht006468,phv00511024,4600,True
phs000280,pht004192,phv00210290,15622,True
phs000280,pht004192,phv00210291,15622,True
phs000280,pht004192,phv00210281,15621,True
phs000280,pht004192,phv00210282,15622,True
phs000280,pht004192,phv00210284,15621,True
phs000280,pht004192,phv00210285,15622,True
phs000280,pht004192,phv00210286,15623,True
phs000280,pht004192,phv00210287,15618,True
phs000280,pht004192,phv00210288,15620,True
phs000280,pht004192,phv00210289,15623,True
phs000280,pht004193,phv00210316,14199,True
phs000280,pht004193,phv00210317,14200,True
phs000280,pht004193,phv00210307,14201,True
phs000280,pht004193,phv00210308,14201,True
phs000280,pht004193,phv00210310,14200,True
phs000280,pht004193,phv00210311,14199,True
phs000280,pht004193,phv00210313,14200,True
phs000280,pht004193,phv00210314,14198,True
phs000280,pht004194,phv00210340,12743,True
phs000280,pht004194,phv00210341,12743,True
phs000280,pht004194,phv00210331,12742,True
phs000280,pht004194,phv00210332,12741,True
phs000280,pht004194,phv00210334,12744,True
phs000280,pht004194,phv00210335,12744,True
phs000280,pht004194,phv00210337,12743,True
phs000280,pht004194,phv00210338,12743,True
phs000280,pht004195,phv00210363,11511,True
phs000280,pht004195,phv00210364,11511,True
phs000280,pht004195,phv00210357,11511,True
phs000280,pht004195,phv00210358,11511,True
phs000280,pht004195,phv00210360,11511,True
phs000280,pht004195,phv00210361,11511,True
phs000280,pht006480,phv00298043,0,False
phs000280,pht006480,phv00298044,0,False
phs000280,pht006480,phv00298034,0,False
phs000280,pht006480,phv00298035,0,False
phs000280,pht006480,phv00298037,0,False
phs000280,pht006480,phv00298038,0,False
phs000280,pht006480,phv00298040,0,False
phs000280,pht006480,phv00298041,0,False
phs000280,pht004027,phv00202843,15070,True
phs000280,pht004027,phv00202844,15078,True
phs000280,pht004028,phv00202852,4513,True
phs000280,pht004028,phv00202853,4510,True
phs000280,pht004029,phv00202862,6356,True
phs000280,pht004029,phv00202863,6356,True
phs000280,pht006414,phv00294491,11717,True
phs000280,pht006414,phv00294506,11715,True
phs000280,pht006414,phv00294508,11715,True
phs000280,pht006414,phv00294509,11715,True
phs000280,pht006414,phv00294511,11715,True
phs000280,pht006414,phv00294512,11715,True
phs000280,pht006414,phv00294514,11715,True
phs000280,pht006414,phv00294515,11715,True
phs000280,pht006414,phv00294517,11715,True
phs000280,pht004041,phv00203315,15038,True
phs000280,pht004041,phv00203316,14818,True
phs000280,pht004041,phv00203317,82,True
phs000280,pht004041,phv00203318,21,True
phs000280,pht004041,phv00203319,15108,True
phs000280,pht004041,phv00203320,15072,True
phs000280,pht004041,phv00203321,15113,True
phs000280,pht004041,phv00203322,15070,True
phs000280,pht004042,phv00203334,4533,True
phs000280,pht004042,phv00203335,4533,True
phs000280,pht004042,phv00203336,4604,True
phs000280,pht004042,phv00203337,4604,True
phs000280,pht004042,phv00203338,4570,True
phs000280,pht004042,phv00203339,4570,True
phs000280,pht004042,phv00203340,4180,True
phs000280,pht004042,phv00203341,4180,True
phs000280,pht004042,phv00203342,4523,True
phs000280,pht004042,phv00203343,4523,True
phs000280,pht004042,phv00203344,4252,True
phs000280,pht004042,phv00203345,4252,True
phs000280,pht004042,phv00203346,4240,True
phs000280,pht004042,phv00203347,4240,True
phs000280,pht004043,phv00203358,6384,True
phs000280,pht004043,phv00203359,6384,True
phs000280,pht004043,phv00203360,6576,True
phs000280,pht004043,phv00203361,6576,True
phs000280,pht004043,phv00203362,6547,True
phs000280,pht004043,phv00203363,6547,True
phs000280,pht004043,phv00203364,6395,True
phs000280,pht004043,phv00203365,6395,True
phs000280,pht004043,phv00203366,6515,True
phs000280,pht004043,phv00203367,6515,True
phs000280,pht004043,phv00203368,6504,True
phs000280,pht004043,phv00203369,6504,True
phs000280,pht004043,phv00203370,6474,True
phs000280,pht004043,phv00203371,6474,True
phs000280,pht006415,phv00294561,5591,True
phs000280,pht006415,phv00294568,5497,True
phs000280,pht006415,phv00294570,5497,True
phs000280,pht006415,phv00294571,5458,True
phs000280,pht006415,phv00294573,5458,True
phs000280,pht006415,phv00294574,5524,True
phs000280,pht006415,phv00294576,5524,True
phs000280,pht006415,phv00294577,5514,True
phs000280,pht006415,phv00294579,5513,True
phs000280,pht004229,phv00215412,7290,True
phs000280,pht004229,phv00215413,7291,True
phs000280,pht004229,phv00215414,7288,True
phs000280,pht004229,phv00215415,7289,True
phs000280,pht004229,phv00215416,7292,True
phs000280,pht004229,phv00215417,7293,True
phs000280,pht004230,phv00215520,10320,True
phs000280,pht004230,phv00215521,10320,True
phs000280,pht004230,phv00215522,10322,True
phs000280,pht004230,phv00215523,10322,True
phs000280,pht004230,phv00215524,10322,True
phs000280,pht004230,phv00215525,10322,True
phs000280,pht004079,phv00205847,2368,True
phs000280,pht004079,phv00205848,2368,True
phs000280,pht004079,phv00510683,2368,True
phs000280,pht004063,phv00204719,15611,True
phs000280,pht012502,phv00506861,0,False
phs000280,pht012811,phv00511714,0,False
phs000280,pht009477,phv00419796,9972,True
phs000280,pht009477,phv00419810,4086,True
phs000280,pht004053,phv00204185,998,True
phs000280,pht009477,phv00419811,4066,True
phs000280,pht004053,phv00204186,371,True
phs000280,pht004053,phv00204184,3852,True
phs000280,pht004102,phv00206948,4036,True
phs000280,pht004102,phv00206947,4053,True
phs000280,pht004102,phv00206946,4076,True
phs000280,pht004053,phv00204179,3947,True
phs000280,pht004051,phv00203866,14918,True
phs000280,pht004207,phv00211095,12050,True
phs000280,pht004207,phv00211096,10510,True
phs000280,pht004207,phv00211097,10734,True
phs000280,pht004207,phv00211101,11990,True
phs000280,pht004207,phv00211102,10111,True
phs000280,pht004207,phv00211103,11550,True
phs000280,pht004213,phv00212601,11998,True
phs000280,pht004213,phv00212602,10640,True
phs000280,pht004213,phv00212603,9893,True
phs000280,pht004213,phv00212607,12393,True
phs000280,pht004213,phv00212608,10263,True
phs000280,pht004213,phv00212609,10836,True
phs000280,pht004223,phv00213941,5866,True
phs000280,pht004223,phv00213942,5966,True
phs000280,pht004207,phv00211053,9877,True
phs000280,pht004207,phv00211054,7264,True
phs000280,pht004207,phv00211055,8816,True
phs000280,pht004207,phv00211059,9708,True
phs000280,pht004207,phv00211060,7003,True
phs000280,pht004207,phv00211061,9580,True
phs000280,pht004207,phv00211081,12050,True
phs000280,pht004207,phv00211082,10510,True
phs000280,pht004207,phv00211083,10734,True
phs000280,pht004207,phv00211087,11990,True
phs000280,pht004207,phv00211088,10111,True
phs000280,pht004207,phv00211089,11550,True
phs000280,pht004213,phv00212559,10068,True
phs000280,pht004213,phv00212560,7776,True
phs000280,pht004213,phv00212561,8435,True
phs000280,pht004213,phv00212565,10328,True
phs000280,pht004213,phv00212566,7516,True
phs000280,pht004213,phv00212567,9505,True
phs000280,pht004223,phv00213911,5023,True
phs000280,pht004223,phv00213912,5096,True
phs000280,pht012850,phv00519705,6191,True
phs000280,pht012850,phv00519706,6161,True
phs000280,pht004063,phv00204712,15636,True
phs000280,pht004063,phv00204776,15256,True
phs000280,pht004063,phv00204777,15256,True
phs000280,pht004063,phv00204778,15256,True
phs000280,pht004063,phv00204779,15256,True
phs000280,pht004063,phv00204780,15256,True
phs000280,pht004063,phv00204781,15256,True
phs000280,pht004063,phv00204782,15256,True
phs000280,pht004063,phv00204783,15256,True
phs000280,pht004063,phv00204784,15256,True
phs000280,pht004063,phv00204787,15256,True
phs000280,pht004063,phv00204788,15256,True
phs000280,pht004063,phv00204789,15256,True
phs000280,pht004063,phv00204790,15256,True
phs000280,pht004063,phv00204791,15256,True
phs000280,pht004063,phv00204792,15256,True
phs000280,pht004064,phv00204881,12749,True
phs000280,pht004064,phv00204882,12749,True
phs000280,pht004064,phv00204883,12749,True
phs000280,pht004064,phv00204884,12749,True
phs000280,pht004064,phv00204885,12747,True
phs000280,pht004064,phv00204886,12749,True
phs000280,pht004064,phv00204887,12749,True
phs000280,pht004064,phv00204888,12749,True
phs000280,pht004064,phv00204889,12749,True
phs000280,pht004064,phv00204890,12749,True
phs000280,pht004064,phv00204891,7957,True
phs000280,pht004064,phv00204892,7857,True
phs000280,pht004064,phv00204893,12749,True
phs000280,pht004064,phv00204894,12749,True
phs000280,pht004064,phv00204895,12749,True
phs000280,pht012813,phv00512002,6819,True
phs000280,pht012813,phv00512003,6819,True
phs000280,pht012813,phv00512004,6819,True
phs000280,pht012813,phv00512006,6819,True
phs000280,pht012813,phv00512008,6819,True
phs000280,pht012813,phv00512009,6819,True
phs000280,pht012813,phv00512010,6819,True
phs000280,pht012813,phv00512014,6819,True
phs000280,pht012813,phv00512015,6819,True
phs000280,pht012813,phv00512016,6819,True
phs000280,pht004061,phv00204553,165,True
phs000280,pht004061,phv00204552,162,True
phs000280,pht012504,phv00507307,3529,True
phs000280,pht012504,phv00507380,3406,True
phs000280,pht012815,phv00512229,3938,True
phs000280,pht012815,phv00512381,3649,True
phs000280,pht012855,phv00519890,0,False
phs000280,pht012814,phv00512050,6430,True
phs000280,pht012814,phv00512128,6295,True
phs000280,pht012851,phv00519777,5827,True
phs000280,pht004047,phv00203798,292,True
phs000280,pht004053,phv00203911,17371,True
phs000280,pht004054,phv00204312,1178,True
phs000280,pht004063,phv00204713,15625,True
phs000280,pht004064,phv00204859,12710,True
phs000280,pht004102,phv00206780,703,True
phs000280,pht004103,phv00207119,14171,True
phs000280,pht004103,phv00207120,8564,True
phs000280,pht004111,phv00207368,15626,True
phs000280,pht004111,phv00207370,9141,True
phs000280,pht004145,phv00208996,12710,True
phs000280,pht004145,phv00208998,7495,True
phs000280,pht004146,phv00209072,11417,True
phs000280,pht004146,phv00209073,6685,True
phs000280,pht012504,phv00507404,3103,True
phs000280,pht012813,phv00511992,11418,True
phs000280,pht012814,phv00512115,6200,True
phs000280,pht012815,phv00512398,3596,True
phs000280,pht004102,phv00206784,9559,True
phs000280,pht006479,phv00298000,5954,True
phs000280,pht006479,phv00298001,375,True
phs000280,pht006479,phv00298002,375,True
phs000280,pht012825,phv00515927,5953,True
phs000280,pht004102,phv00206960,5065,True
phs000280,pht012853,phv00519799,5896,True
phs000280,pht012853,phv00519803,5834,True
phs000280,pht012853,phv00519796,13640,True
phs000280,pht012853,phv00519801,13588,True
phs000280,pht004102,phv00296596,4093,True
phs000280,pht004100,phv00296341,3,True
phs000280,pht004053,phv00204180,11309,True
phs000280,pht004100,phv00296343,1,True
phs000280,pht012853,phv00519795,15054,True
phs000280,pht012853,phv00519800,14918,True
phs000280,pht006427,phv00295246,5834,True
phs000280,pht004046,phv00295065,4481,True
phs000280,pht004046,phv00295066,3566,True
phs000280,pht004053,phv00204188,4970,True
phs000280,pht004061,phv00295526,884,True
phs000280,pht004124,phv00207682,10906,True
phs000280,pht004051,phv00203867,14918,True
phs000280,pht004102,phv00206961,5065,True
phs000280,pht004102,phv00296597,3477,True
phs000280,pht004053,phv00204187,16229,True
phs000280,pht012503,phv00506998,3056,True
phs000280,pht004052,phv00203883,13588,True
phs000280,pht012853,phv00519798,10995,True
phs000280,pht012853,phv00519802,10906,True
phs000280,pht004046,phv00295067,2508,True
phs000280,pht004100,phv00296342,1,True
phs000280,pht004053,phv00204189,14097,True
phs000280,pht004061,phv00295525,1109,True
phs000280,pht004102,phv00296595,4402,True
phs000280,pht012503,phv00506972,3057,True
phs000280,pht006444,phv00296696,5818,True
phs000280,pht012511,phv00507554,3033,True
phs000280,pht012853,phv00519822,696,True
phs000280,pht012853,phv00519845,5828,True
phs000280,pht012853,phv00519843,12736,True
phs000280,pht012853,phv00519844,10685,True
phs000280,pht006428,phv00295532,6345,True
phs000280,pht012503,phv00507076,3056,True
phs000280,pht012826,phv00515959,12422,True
phs000280,pht004031,phv00203040,14363,True
phs000280,pht004031,phv00203105,1683,True
phs000280,pht004047,phv00203797,292,True
phs000280,pht004053,phv00203983,19666,True
phs000280,pht004054,phv00204313,1177,True
phs000280,pht004063,phv00204752,15523,True
phs000280,pht004063,phv00204753,15522,True
phs000280,pht004064,phv00204898,12711,True
phs000280,pht004064,phv00204899,12710,True
phs000280,pht004102,phv00206810,9559,True
phs000280,pht004103,phv00207067,14169,True
phs000280,pht004111,phv00207315,15627,True
phs000280,pht004145,phv00208974,12711,True
phs000280,pht004146,phv00209065,11419,True
phs000280,pht004149,phv00209125,12696,True
phs000280,pht004150,phv00209161,1110,True
phs000280,pht006477,phv00297898,2681,True
phs000280,pht009479,phv00419905,8922,True
phs000280,pht012502,phv00506870,0,False
phs000280,pht012504,phv00507394,3529,True
phs000280,pht012504,phv00507395,3529,True
phs000280,pht012504,phv00507396,3529,True
phs000280,pht012504,phv00507398,3529,True
phs000280,pht012518,phv00507813,10160,True
phs000280,pht012811,phv00511685,0,False
phs000280,pht012813,phv00511978,11484,True
phs000280,pht012813,phv00511979,11484,True
phs000280,pht012814,phv00512060,6430,True
phs000280,pht012814,phv00512061,6430,True
phs000280,pht012814,phv00512062,6430,True
phs000280,pht012814,phv00512095,6430,True
phs000280,pht012815,phv00512375,3938,True
phs000280,pht012815,phv00512376,3938,True
phs000280,pht012815,phv00512377,3938,True
phs000280,pht012815,phv00512379,3938,True
phs000280,pht012839,phv00516821,15636,True
phs000280,pht012840,phv00516890,15636,True
phs000280,pht004063,phv00204745,15609,True
phs000280,pht012505,phv00507454,3453,True
phs000280,pht012815,phv00512303,3773,True
phs000280,pht012853,phv00519853,13640,True
phs000280,pht012853,phv00519849,5830,True
phs000280,pht012814,phv00512179,6340,True
phs000280,pht012853,phv00519848,10906,True
phs000280,pht012504,phv00507312,3328,True
phs000280,pht012853,phv00519854,10995,True
phs000280,pht012853,phv00519847,13588,True
phs000280,pht012853,phv00519850,13640,True
phs000280,pht012853,phv00519852,5896,True
phs000280,pht012504,phv00507389,3328,True
phs000280,pht012814,phv00512177,6340,True
phs000280,pht012504,phv00507388,3328,True
phs000280,pht012502,phv00506868,0,False
phs000280,pht012853,phv00519851,10995,True
phs000280,pht012815,phv00512298,3773,True
phs000280,pht012814,phv00512178,6347,True
phs000280,pht012815,phv00512302,3773,True
phs000280,pht012853,phv00519855,5896,True
phs000280,pht012853,phv00519846,14918,True
phs000280,pht004098,phv00206651,14503,True
phs000280,pht004099,phv00206657,969,True
phs000280,pht004098,phv00206649,14793,True
phs000280,pht004111,phv00207402,15309,True
phs000280,pht004145,phv00209018,12284,True
phs000280,pht004090,phv00206548,12483,True
phs000280,pht004090,phv00206556,10219,True
phs000280,pht004090,phv00206564,7908,True
phs000280,pht004090,phv00206572,6009,True
phs000280,pht004090,phv00206580,4590,True
phs000280,pht004111,phv00207326,8496,True
phs000280,pht004111,phv00207337,7045,True
phs000280,pht004111,phv00207350,12025,True
phs000280,pht004111,phv00207361,3280,True
phs000280,pht004124,phv00207678,10906,True
phs000280,pht006444,phv00296695,5547,True
phs000280,pht012814,phv00512077,6020,True
phs000280,pht012813,phv00511990,11431,True
phs000280,pht012813,phv00511996,11525,True
phs000280,pht012504,phv00507387,3054,True
phs000280,pht012815,phv00512301,3474,True
