phs,pht,phv,n,count_available
phs000286,pht008746,phv00402212,3805,True
phs000286,pht008746,phv00402218,3805,True
phs000286,pht008746,phv00402217,3805,True
phs000286,pht008746,phv00402219,3805,True
phs000286,pht008746,phv00402214,3805,True
phs000286,pht008746,phv00402215,3805,True
phs000286,pht008746,phv00402210,3805,True
phs000286,pht008747,phv00402518,2746,True
phs000286,pht008747,phv00402520,2746,True
phs000286,pht008747,phv00402525,2746,True
phs000286,pht008746,phv00402213,3805,True
phs000286,pht008731,phv00401433,2741,True
phs000286,pht008742,phv00401746,2741,True
phs000286,pht008746,phv00402345,3805,True
phs000286,pht008746,phv00402351,3805,True
phs000286,pht008746,phv00402346,3805,True
phs000286,pht008746,phv00402347,3805,True
phs000286,pht008729,phv00401177,3805,True
phs000286,pht008746,phv00402340,3805,True
phs000286,pht008746,phv00402349,3805,True
phs000286,pht008731,phv00401442,2746,True
phs000286,pht008746,phv00402348,3805,True
phs000286,pht008746,phv00402343,3805,True
phs000286,pht008746,phv00402341,3867,True
phs000286,pht008746,phv00402081,3805,True
phs000286,pht008746,phv00402344,3805,True
phs000286,pht008746,phv00402350,3805,True
phs000286,pht008746,phv00402342,3805,True
phs000286,pht008747,phv00402413,2746,True
phs000286,pht008729,phv00401198,3867,True
phs000286,pht008731,phv00401460,2746,True
phs000286,pht008746,phv00402085,3867,True
phs000286,pht008729,phv00401196,3867,True
phs000286,pht008731,phv00401461,2746,True
phs000286,pht008729,phv00401197,3867,True
phs000286,pht008729,phv00401178,3867,True
phs000286,pht008731,phv00401462,2746,True
phs000286,pht008747,phv00402416,2746,True
phs000286,pht008731,phv00401443,2746,True
phs000286,pht008731,phv00401463,2746,True
phs000286,pht008729,phv00401195,3867,True
phs000286,pht001959,phv00127629,3377,True
phs000286,pht001963,phv00127678,3855,True
phs000286,pht008764,phv00403066,3100,True
phs000286,pht001959,phv00127618,3839,True
phs000286,pht001969,phv00128209,3682,True
phs000286,pht001969,phv00128210,3680,True
phs000286,pht001969,phv00128214,3682,True
phs000286,pht001969,phv00128219,3681,True
phs000286,pht001969,phv00128220,3681,True
phs000286,pht001969,phv00128224,3681,True
phs000286,pht001969,phv00128229,3681,True
phs000286,pht001969,phv00128230,3681,True
phs000286,pht001969,phv00128234,3681,True
phs000286,pht008729,phv00401162,3658,True
phs000286,pht008729,phv00401163,3658,True
phs000286,pht001967,phv00128093,3875,True
phs000286,pht001967,phv00128094,148,True
phs000286,pht001976,phv00128395,3862,True
phs000286,pht008725,phv00400912,38685,True
phs000286,pht008728,phv00401072,270,True
phs000286,pht008728,phv00401073,270,True
phs000286,pht008728,phv00401074,270,True
phs000286,pht008728,phv00401075,270,True
phs000286,pht008728,phv00401076,270,True
phs000286,pht008729,phv00401207,3883,True
phs000286,pht008730,phv00401345,3100,True
phs000286,pht008731,phv00401472,2816,True
phs000286,pht008753,phv00402801,3100,True
phs000286,pht008753,phv00402802,76,True
phs000286,pht008756,phv00402849,3639,True
phs000286,pht008768,phv00403327,2862,True
phs000286,pht008769,phv00403381,2664,True
phs000286,pht008778,phv00403634,2804,True
phs000286,pht008778,phv00403635,56,True
phs000286,pht008785,phv00403887,3100,True
phs000286,pht008786,phv00403990,2809,True
phs000286,pht008729,phv00401106,3601,True
phs000286,pht008730,phv00401298,2512,True
phs000286,pht008731,phv00401399,2491,True
phs000286,pht008729,phv00401107,3616,True
phs000286,pht008730,phv00401299,2526,True
phs000286,pht008731,phv00401400,2507,True
phs000286,pht008729,phv00401108,3644,True
phs000286,pht008730,phv00401300,2609,True
phs000286,pht008731,phv00401401,2531,True
phs000286,pht008729,phv00401102,3598,True
phs000286,pht008730,phv00401294,2481,True
phs000286,pht008734,phv00401574,483,True
phs000286,pht008731,phv00401395,2476,True
phs000286,pht008725,phv00400885,37770,True
phs000286,pht008729,phv00401114,3802,True
phs000286,pht008730,phv00401296,2866,True
phs000286,pht008731,phv00401397,2670,True
phs000286,pht008731,phv00401428,2554,True
phs000286,pht001945,phv00125927,3813,True
phs000286,pht008742,phv00401728,2773,True
phs000286,pht008729,phv00401137,3540,True
phs000286,pht008734,phv00401580,669,True
phs000286,pht008730,phv00401323,1945,True
phs000286,pht008741,phv00401713,2226,True
phs000286,pht008792,phv00404243,3455,True
phs000286,pht008792,phv00404253,3455,True
phs000286,pht008729,phv00401136,3540,True
phs000286,pht008741,phv00401720,2226,True
phs000286,pht008731,phv00401427,2554,True
phs000286,pht008730,phv00401322,1945,True
phs000286,pht001945,phv00125933,3813,True
phs000286,pht008734,phv00401579,669,True
phs000286,pht008742,phv00401739,2773,True
phs000286,pht008748,phv00402740,1317,True
phs000286,pht008729,phv00401250,3711,True
phs000286,pht008725,phv00400923,24766,True
phs000286,pht008725,phv00400924,13935,True
phs000286,pht008725,phv00400926,24760,True
phs000286,pht008725,phv00400927,13918,True
phs000286,pht008737,phv00401613,3092,True
phs000286,pht008729,phv00401095,3873,True
phs000286,pht008731,phv00401388,2773,True
phs000286,pht008730,phv00401287,3092,True
phs000286,pht008738,phv00401628,2773,True
phs000286,pht001959,phv00127631,3377,True
phs000287,pht001450,phv00099026,3689,True
phs000287,pht001451,phv00099701,4893,True
phs000287,pht001451,phv00100069,4902,True
phs000287,pht001452,phv00100324,4177,True
phs000287,pht001452,phv00100457,5523,True
phs000287,pht001456,phv00100680,5523,True
phs000287,pht001474,phv00101531,3615,True
phs000287,pht001474,phv00101755,3076,True
phs000287,pht001474,phv00101983,3061,True
phs000287,pht001475,phv00102498,2837,True
phs000287,pht001475,phv00102608,2831,True
phs000287,pht001475,phv00102679,3305,True
phs000287,pht001476,phv00103165,3180,True
phs000287,pht001477,phv00103218,3034,True
phs000287,pht001478,phv00103270,2788,True
phs000287,pht001479,phv00103323,2787,True
phs000287,pht001480,phv00103375,2740,True
phs000287,pht001481,phv00103428,2639,True
phs000287,pht001482,phv00103480,2491,True
phs000287,pht001483,phv00103533,2190,True
phs000287,pht001484,phv00103585,2274,True
phs000287,pht001485,phv00103638,2105,True
phs000287,pht001486,phv00103690,2082,True
phs000287,pht001487,phv00103741,1729,True
phs000287,pht001488,phv00104047,4529,True
phs000287,pht001488,phv00104316,4582,True
phs000287,pht001488,phv00104340,4578,True
phs000287,pht001489,phv00104965,4292,True
phs000287,pht001489,phv00104994,4302,True
phs000287,pht001490,phv00105967,488,True
phs000287,pht001490,phv00106361,621,True
phs000287,pht001490,phv00106375,624,True
phs000287,pht001491,phv00107042,4181,True
phs000287,pht001491,phv00107300,3996,True
phs000287,pht001491,phv00107311,3957,True
phs000287,pht001493,phv00108517,3980,True
phs000287,pht001493,phv00108623,4366,True
phs000287,pht001493,phv00108798,3950,True
phs000287,pht001495,phv00109876,3350,True
phs000287,pht001451,phv00100046,4869,True
phs000287,pht001452,phv00100429,5458,True
phs000287,pht001452,phv00100487,5531,True
phs000287,pht001490,phv00105622,628,True
phs000287,pht001490,phv00105868,589,True
phs000287,pht001491,phv00106844,4288,True
phs000287,pht001491,phv00106995,3792,True
phs000287,pht001495,phv00109855,4067,True
phs000287,pht001495,phv00110487,3138,True
phs000287,pht001451,phv00100084,4880,True
phs000287,pht001452,phv00100502,5508,True
phs000287,pht001474,phv00101954,3615,True
phs000287,pht001474,phv00102006,3897,True
phs000287,pht001475,phv00102583,3607,True
phs000287,pht001475,phv00102972,3301,True
phs000287,pht001489,phv00104783,4504,True
phs000287,pht001489,phv00104954,4361,True
phs000287,pht001490,phv00106404,628,True
phs000287,pht001491,phv00107280,4203,True
phs000287,pht001492,phv00107780,4710,True
phs000287,pht001492,phv00108155,4597,True
phs000287,pht001493,phv00108813,4495,True
phs000287,pht001493,phv00108834,4365,True
phs000287,pht001495,phv00110481,3809,True
phs000287,pht003699,phv00197486,0,True
phs000287,pht003699,phv00197487,0,True
phs000287,pht003699,phv00197488,0,True
phs000287,pht003700,phv00198833,838,True
phs000287,pht003700,phv00198834,838,True
phs000287,pht003700,phv00198835,838,True
phs000287,pht001452,phv00100504,5531,True
phs000287,pht001464,phv00100778,4617,True
phs000287,pht001474,phv00101490,3841,True
phs000287,pht001475,phv00102638,3563,True
phs000287,pht001475,phv00102982,2602,True
phs000287,pht001488,phv00104043,4638,True
phs000287,pht001488,phv00104216,4613,True
phs000287,pht001489,phv00104793,4468,True
phs000287,pht001489,phv00104958,4454,True
phs000287,pht001490,phv00105873,628,True
phs000287,pht001490,phv00105881,628,True
phs000287,pht001491,phv00107007,4252,True
phs000287,pht001491,phv00107284,4208,True
phs000287,pht001492,phv00107894,4677,True
phs000287,pht001492,phv00108157,4599,True
phs000287,pht001493,phv00108582,4464,True
phs000287,pht001493,phv00108760,51,True
phs000287,pht001493,phv00108837,4385,True
phs000287,pht001494,phv00109350,4280,True
phs000287,pht001495,phv00109997,4027,True
phs000287,pht003699,phv00197448,1201,True
phs000287,pht003699,phv00198702,1203,True
phs000287,pht003700,phv00199979,511,True
phs000287,pht003699,phv00197745,1038,True
phs000287,pht003700,phv00200047,511,True
phs000287,pht003699,phv00197725,1201,True
phs000287,pht003699,phv00197726,1201,True
phs000287,pht003699,phv00197727,1201,True
phs000287,pht003699,phv00197728,1201,True
phs000287,pht003699,phv00197729,1201,True
phs000287,pht003699,phv00197730,1140,True
phs000287,pht003699,phv00197731,1140,True
phs000287,pht003699,phv00197732,1140,True
phs000287,pht003699,phv00197733,1140,True
phs000287,pht003699,phv00197734,1140,True
phs000287,pht003699,phv00197735,982,True
phs000287,pht003699,phv00197736,982,True
phs000287,pht003699,phv00197737,982,True
phs000287,pht003699,phv00197738,982,True
phs000287,pht003699,phv00197739,982,True
phs000287,pht003699,phv00197740,1111,True
phs000287,pht003699,phv00197741,1111,True
phs000287,pht003699,phv00197742,1111,True
phs000287,pht003699,phv00197743,1111,True
phs000287,pht003699,phv00197744,1111,True
phs000287,pht003699,phv00197746,1135,True
phs000287,pht003699,phv00197747,1135,True
phs000287,pht003699,phv00197748,1135,True
phs000287,pht003699,phv00197749,1135,True
phs000287,pht003699,phv00197750,1135,True
phs000287,pht003699,phv00197751,1140,True
phs000287,pht003699,phv00197752,1140,True
phs000287,pht003699,phv00197753,1140,True
phs000287,pht003699,phv00197754,1140,True
phs000287,pht003699,phv00197755,1140,True
phs000287,pht003699,phv00197756,1038,True
phs000287,pht003699,phv00197757,1038,True
phs000287,pht003699,phv00197758,994,True
phs000287,pht003699,phv00197759,934,True
phs000287,pht003699,phv00197760,934,True
phs000287,pht003699,phv00197761,886,True
phs000287,pht003699,phv00197921,1201,True
phs000287,pht003699,phv00197926,1201,True
phs000287,pht003699,phv00197931,1201,True
phs000287,pht003699,phv00197936,1201,True
phs000287,pht003699,phv00197941,1201,True
phs000287,pht003699,phv00197946,1201,True
phs000287,pht003699,phv00197951,1201,True
phs000287,pht003699,phv00197956,1201,True
phs000287,pht003699,phv00197961,1201,True
phs000287,pht003699,phv00197966,1201,True
phs000287,pht003699,phv00197971,1201,True
phs000287,pht003699,phv00197976,1201,True
phs000287,pht003699,phv00197993,1201,True
phs000287,pht003699,phv00197998,1201,True
phs000287,pht003699,phv00198003,1201,True
phs000287,pht003699,phv00198008,1201,True
phs000287,pht003699,phv00198013,1201,True
phs000287,pht003699,phv00198018,1201,True
phs000287,pht003699,phv00198023,1201,True
phs000287,pht003699,phv00198028,1201,True
phs000287,pht003699,phv00198033,1201,True
phs000287,pht003699,phv00198038,1201,True
phs000287,pht003699,phv00198043,1201,True
phs000287,pht003699,phv00198048,1201,True
phs000287,pht003699,phv00198092,1201,True
phs000287,pht003699,phv00198097,1201,True
phs000287,pht003699,phv00198102,1201,True
phs000287,pht003699,phv00198107,1201,True
phs000287,pht003699,phv00198112,1201,True
phs000287,pht003699,phv00198117,1201,True
phs000287,pht003699,phv00198122,1201,True
phs000287,pht003699,phv00198127,1201,True
phs000287,pht003699,phv00198132,1201,True
phs000287,pht003699,phv00198137,1201,True
phs000287,pht003699,phv00198142,1201,True
phs000287,pht003699,phv00198147,1201,True
phs000287,pht003699,phv00198164,1201,True
phs000287,pht003699,phv00198169,1201,True
phs000287,pht003699,phv00198174,1201,True
phs000287,pht003699,phv00198179,1201,True
phs000287,pht003699,phv00198184,1201,True
phs000287,pht003699,phv00198189,1201,True
phs000287,pht003699,phv00198194,1201,True
phs000287,pht003699,phv00198199,1201,True
phs000287,pht003699,phv00198204,1201,True
phs000287,pht003699,phv00198209,1201,True
phs000287,pht003699,phv00198214,1201,True
phs000287,pht003699,phv00198219,1201,True
phs000287,pht003699,phv00198236,1201,True
phs000287,pht003699,phv00198241,1201,True
phs000287,pht003699,phv00198246,1201,True
phs000287,pht003699,phv00198251,1201,True
phs000287,pht003699,phv00198256,1201,True
phs000287,pht003699,phv00198261,1201,True
phs000287,pht003699,phv00198266,1201,True
phs000287,pht003699,phv00198271,1201,True
phs000287,pht003699,phv00198276,1201,True
phs000287,pht003699,phv00198281,1201,True
phs000287,pht003699,phv00198286,1201,True
phs000287,pht003699,phv00198291,1201,True
phs000287,pht003699,phv00198308,1201,True
phs000287,pht003699,phv00198313,1201,True
phs000287,pht003699,phv00198318,1201,True
phs000287,pht003699,phv00198323,1201,True
phs000287,pht003699,phv00198328,1201,True
phs000287,pht003699,phv00198333,1201,True
phs000287,pht003699,phv00198338,1201,True
phs000287,pht003699,phv00198343,1201,True
phs000287,pht003699,phv00198348,1201,True
phs000287,pht003699,phv00198353,1201,True
phs000287,pht003699,phv00198358,1201,True
phs000287,pht003699,phv00198363,1201,True
phs000287,pht003699,phv00198380,1201,True
phs000287,pht003699,phv00198385,1201,True
phs000287,pht003699,phv00198390,1201,True
phs000287,pht003699,phv00198395,1201,True
phs000287,pht003699,phv00198400,1201,True
phs000287,pht003699,phv00198405,1201,True
phs000287,pht003699,phv00198410,1201,True
phs000287,pht003699,phv00198415,1201,True
phs000287,pht003699,phv00198420,1201,True
phs000287,pht003699,phv00198425,1201,True
phs000287,pht003699,phv00198430,1201,True
phs000287,pht003699,phv00198435,1201,True
phs000287,pht003699,phv00198452,1201,True
phs000287,pht003699,phv00198457,1201,True
phs000287,pht003699,phv00198462,1201,True
phs000287,pht003699,phv00198467,1201,True
phs000287,pht003699,phv00198472,1201,True
phs000287,pht003699,phv00198477,1201,True
phs000287,pht003699,phv00198482,1201,True
phs000287,pht003699,phv00198487,1201,True
phs000287,pht003699,phv00198492,1201,True
phs000287,pht003699,phv00198497,1201,True
phs000287,pht003699,phv00198502,1201,True
phs000287,pht003699,phv00198507,1201,True
phs000287,pht003699,phv00198524,1201,True
phs000287,pht003699,phv00198529,1201,True
phs000287,pht003699,phv00198534,1201,True
phs000287,pht003699,phv00198539,1201,True
phs000287,pht003699,phv00198544,1201,True
phs000287,pht003699,phv00198549,1201,True
phs000287,pht003699,phv00198554,1201,True
phs000287,pht003699,phv00198559,1201,True
phs000287,pht003699,phv00198564,1201,True
phs000287,pht003699,phv00198569,1201,True
phs000287,pht003699,phv00198574,1201,True
phs000287,pht003699,phv00198579,1201,True
phs000287,pht003699,phv00198596,1201,True
phs000287,pht003699,phv00198601,1201,True
phs000287,pht003699,phv00198606,1201,True
phs000287,pht003699,phv00198611,1201,True
phs000287,pht003699,phv00198616,1201,True
phs000287,pht003699,phv00198621,1201,True
phs000287,pht003699,phv00198626,1201,True
phs000287,pht003699,phv00198631,1201,True
phs000287,pht003699,phv00198636,1201,True
phs000287,pht003699,phv00198641,1201,True
phs000287,pht003699,phv00198646,1201,True
phs000287,pht003699,phv00198651,1201,True
phs000287,pht003700,phv00200027,511,True
phs000287,pht003700,phv00200028,511,True
phs000287,pht003700,phv00200029,511,True
phs000287,pht003700,phv00200030,511,True
phs000287,pht003700,phv00200031,511,True
phs000287,pht003700,phv00200032,494,True
phs000287,pht003700,phv00200033,494,True
phs000287,pht003700,phv00200034,494,True
phs000287,pht003700,phv00200035,494,True
phs000287,pht003700,phv00200036,494,True
phs000287,pht003700,phv00200037,453,True
phs000287,pht003700,phv00200038,453,True
phs000287,pht003700,phv00200039,453,True
phs000287,pht003700,phv00200040,453,True
phs000287,pht003700,phv00200041,453,True
phs000287,pht003700,phv00200042,478,True
phs000287,pht003700,phv00200043,478,True
phs000287,pht003700,phv00200044,478,True
phs000287,pht003700,phv00200045,478,True
phs000287,pht003700,phv00200046,478,True
phs000287,pht003700,phv00200048,489,True
phs000287,pht003700,phv00200049,489,True
phs000287,pht003700,phv00200050,489,True
phs000287,pht003700,phv00200051,489,True
phs000287,pht003700,phv00200052,489,True
phs000287,pht003700,phv00200053,489,True
phs000287,pht003700,phv00200054,489,True
phs000287,pht003700,phv00200055,489,True
phs000287,pht003700,phv00200056,489,True
phs000287,pht003700,phv00200057,489,True
phs000287,pht003700,phv00200058,511,True
phs000287,pht003700,phv00200059,511,True
phs000287,pht003700,phv00200060,494,True
phs000287,pht003700,phv00200061,511,True
phs000287,pht003700,phv00200062,511,True
phs000287,pht003700,phv00200063,494,True
phs000287,pht001450,phv00099556,4854,True
phs000287,pht001450,phv00099589,4900,True
phs000287,pht001452,phv00100472,5480,True
phs000287,pht001452,phv00100528,5526,True
phs000287,pht001474,phv00101609,3566,True
phs000287,pht001474,phv00102106,3693,True
phs000287,pht001475,phv00102788,3271,True
phs000287,pht001475,phv00103079,3374,True
phs000287,pht001488,phv00104364,4589,True
phs000287,pht001488,phv00104397,4617,True
phs000287,pht001489,phv00104770,4421,True
phs000287,pht001489,phv00105027,4433,True
phs000287,pht001490,phv00105632,628,True
phs000287,pht001490,phv00106448,626,True
phs000287,pht001491,phv00106531,4186,True
phs000287,pht001491,phv00107373,4198,True
phs000287,pht001492,phv00108073,4565,True
phs000287,pht001492,phv00108234,4549,True
phs000287,pht001493,phv00108721,4332,True
phs000287,pht001493,phv00108988,4385,True
phs000287,pht001494,phv00109457,4120,True
phs000287,pht001494,phv00109699,4183,True
phs000287,pht001495,phv00110117,3772,True
phs000287,pht001495,phv00110641,3840,True
phs000287,pht003699,phv00197495,1201,True
phs000287,pht003699,phv00197526,1199,True
phs000287,pht003700,phv00199044,756,True
phs000287,pht001450,phv00099087,4881,True
phs000287,pht001450,phv00099088,325,True
phs000287,pht001450,phv00099090,299,True
phs000287,pht001450,phv00099091,125,True
phs000287,pht001450,phv00099466,4881,True
phs000287,pht001452,phv00100442,5492,True
phs000287,pht001474,phv00101661,3621,True
phs000287,pht001475,phv00102854,3319,True
phs000287,pht001476,phv00103164,3187,True
phs000287,pht001477,phv00103217,3042,True
phs000287,pht001478,phv00103269,2799,True
phs000287,pht001479,phv00103322,2784,True
phs000287,pht001480,phv00103374,2746,True
phs000287,pht001481,phv00103427,2628,True
phs000287,pht001482,phv00103479,2484,True
phs000287,pht001483,phv00103532,2177,True
phs000287,pht001484,phv00103584,2275,True
phs000287,pht001485,phv00103637,2104,True
phs000287,pht001486,phv00103689,2084,True
phs000287,pht001487,phv00103740,1734,True
phs000287,pht001490,phv00105885,611,True
phs000287,pht001490,phv00106022,611,True
phs000287,pht001490,phv00106407,611,True
phs000287,pht001490,phv00106023,49,True
phs000287,pht001490,phv00106024,52,True
phs000287,pht001490,phv00106025,48,True
phs000287,pht001490,phv00106026,15,True
phs000287,pht001492,phv00107849,4238,True
phs000287,pht001492,phv00107850,308,True
phs000287,pht001492,phv00107851,315,True
phs000287,pht001492,phv00107853,252,True
phs000287,pht001492,phv00108215,4232,True
phs000287,pht001492,phv00108216,306,True
phs000287,pht001495,phv00110173,3833,True
phs000287,pht003699,phv00197463,1198,True
phs000287,pht003699,phv00197464,1201,True
phs000287,pht003700,phv00198892,757,True
phs000287,pht003700,phv00198893,65,True
phs000287,pht001450,phv00098799,4903,True
phs000287,pht001450,phv00099550,4894,True
phs000287,pht001452,phv00100382,5521,True
phs000287,pht001490,phv00105412,627,True
phs000287,pht001491,phv00106775,3890,True
phs000287,pht001495,phv00110375,3208,True
phs000287,pht003700,phv00198933,750,True
phs000287,pht001450,phv00099349,4889,True
phs000287,pht001450,phv00099153,4713,True
phs000287,pht001452,phv00100383,5514,True
phs000287,pht001452,phv00100355,5317,True
phs000287,pht001475,phv00102454,2801,True
phs000287,pht001490,phv00105414,625,True
phs000287,pht001490,phv00106140,604,True
phs000287,pht001491,phv00106776,3992,True
phs000287,pht001495,phv00110376,3305,True
phs000287,pht001474,phv00101671,3114,True
phs000287,pht001450,phv00099441,4895,True
phs000287,pht001450,phv00099442,4890,True
phs000287,pht001452,phv00100435,5522,True
phs000287,pht001452,phv00100436,5516,True
phs000287,pht001488,phv00104020,4477,True
phs000287,pht001488,phv00104021,4477,True
phs000287,pht001488,phv00104377,4683,True
phs000287,pht001489,phv00104697,4312,True
phs000287,pht001489,phv00104698,4311,True
phs000287,pht001490,phv00105432,627,True
phs000287,pht001490,phv00105433,626,True
phs000287,pht001491,phv00106794,4020,True
phs000287,pht001491,phv00106795,4016,True
phs000287,pht001492,phv00107774,4208,True
phs000287,pht001492,phv00107775,4203,True
phs000287,pht001493,phv00108830,4003,True
phs000287,pht001493,phv00108831,4000,True
phs000287,pht001474,phv00101960,3093,True
phs000287,pht001474,phv00101961,3093,True
phs000287,pht001475,phv00102574,2852,True
phs000287,pht001475,phv00102575,2852,True
phs000287,pht001495,phv00110337,3354,True
phs000287,pht001495,phv00110338,3348,True
phs000287,pht003699,phv00197434,0,True
phs000287,pht003699,phv00197435,0,True
phs000287,pht003700,phv00198807,841,True
phs000287,pht003700,phv00198928,758,True
phs000287,pht003700,phv00198929,756,True
phs000287,pht001450,phv00099468,4888,True
phs000287,pht001452,phv00100386,5513,True
phs000287,pht001490,phv00105306,625,True
phs000287,pht001491,phv00106840,3885,True
phs000287,pht001495,phv00110612,3201,True
phs000287,pht003700,phv00198926,748,True
phs000287,pht001459,phv00100285,5531,True
phs000287,pht001459,phv00100487,5531,True
phs000287,pht001459,phv00100691,554,True
phs000287,pht001459,phv00100692,554,True
phs000287,pht001468,phv00100864,5502,True
phs000287,pht001468,phv00100865,5483,True
phs000287,pht001473,phv00100285,5531,True
phs000287,pht001473,phv00100487,5531,True
phs000287,pht001473,phv00101265,4503,True
phs000287,pht001473,phv00101277,4486,True
phs000287,pht001473,phv00101238,4851,True
phs000287,pht001473,phv00101239,4863,True
phs000287,pht001473,phv00101250,4842,True
phs000287,pht001473,phv00101251,4847,True
phs000287,pht001473,phv00101264,4485,True
phs000287,pht001473,phv00101276,4474,True
phs000287,pht001473,phv00101303,4458,True
phs000287,pht001473,phv00101302,4475,True
phs000287,pht001450,phv00099445,4900,True
phs000287,pht001474,phv00101622,3570,True
phs000287,pht001475,phv00102802,3269,True
phs000287,pht001488,phv00104378,4580,True
phs000287,pht001489,phv00105010,4338,True
phs000287,pht001490,phv00105886,625,True
phs000287,pht001491,phv00107229,4112,True
phs000287,pht001492,phv00108097,4562,True
phs000287,pht001493,phv00108732,4316,True
phs000287,pht001494,phv00109464,4087,True
phs000287,pht001494,phv00109604,4312,True
phs000287,pht001495,phv00110131,3762,True
phs000287,pht003699,phv00197474,1200,True
phs000287,pht003699,phv00197478,607,True
phs000287,pht003700,phv00198810,834,True
phs000287,pht001452,phv00100497,5326,True
phs000287,pht003699,phv00197462,1200,True
phs000287,pht001452,phv00100499,5455,True
phs000287,pht001490,phv00106421,590,True
phs000287,pht001491,phv00107353,3796,True
phs000287,pht001462,phv00100770,4417,True
phs000287,pht001449,phv00098765,2358,True
phs000287,pht001449,phv00100487,5531,True
phs000287,pht001449,phv00098768,463,True
phs000287,pht001457,phv00100687,2358,True
phs000287,pht001450,phv00098820,4872,True
phs000287,pht001450,phv00099025,4863,True
phs000287,pht001450,phv00099345,4880,True
phs000287,pht001452,phv00100338,5528,True
phs000287,pht001474,phv00101530,3630,True
phs000287,pht001474,phv00101785,2982,True
phs000287,pht001474,phv00101793,2874,True
phs000287,pht001475,phv00102446,2805,True
phs000287,pht001475,phv00102678,3316,True
phs000287,pht001476,phv00103169,3184,True
phs000287,pht001477,phv00103222,3012,True
phs000287,pht001478,phv00103274,2780,True
phs000287,pht001479,phv00103327,2774,True
phs000287,pht001480,phv00103379,2735,True
phs000287,pht001481,phv00103432,2626,True
phs000287,pht001482,phv00103484,2476,True
phs000287,pht001483,phv00103537,2174,True
phs000287,pht001484,phv00103589,2271,True
phs000287,pht001485,phv00103642,2104,True
phs000287,pht001486,phv00103694,2083,True
phs000287,pht001487,phv00103745,1732,True
phs000287,pht001488,phv00104107,4547,True
phs000287,pht001488,phv00104230,792,True
phs000287,pht001488,phv00104260,116,True
phs000287,pht001489,phv00104826,4449,True
phs000287,pht001490,phv00105137,621,True
phs000287,pht001490,phv00105964,625,True
phs000287,pht001490,phv00106145,124,True
phs000287,pht001490,phv00106406,600,True
phs000287,pht001491,phv00107092,4193,True
phs000287,pht001492,phv00107948,4583,True
phs000287,pht001493,phv00108622,4372,True
phs000287,pht001494,phv00109389,4129,True
phs000287,pht001495,phv00110051,3842,True
phs000287,pht001495,phv00110345,3240,True
phs000287,pht001450,phv00098802,4890,True
phs000287,pht001490,phv00105119,625,True
phs000287,pht001451,phv00100038,4818,True
phs000287,pht001452,phv00100424,5416,True
phs000287,pht001452,phv00100503,598,True
phs000287,pht001490,phv00105863,598,True
phs000287,pht001491,phv00106988,3758,True
phs000287,pht001451,phv00100039,4817,True
phs000287,pht001493,phv00108778,3491,True
phs000287,pht001494,phv00109486,3163,True
phs000287,pht001495,phv00110162,2817,True
phs000287,pht001495,phv00110485,3138,True
phs000287,pht001451,phv00100037,4843,True
phs000287,pht001452,phv00100423,5436,True
phs000287,pht001490,phv00105862,593,True
phs000287,pht001491,phv00106987,3805,True
phs000287,pht001451,phv00099896,4877,True
phs000287,pht001490,phv00105773,185,True
phs000287,pht001451,phv00100045,4869,True
phs000287,pht001452,phv00100427,5458,True
phs000287,pht001490,phv00105867,589,True
phs000287,pht001491,phv00106994,3792,True
phs000287,pht001451,phv00099923,4639,True
phs000287,pht001451,phv00100042,4871,True
phs000287,pht001452,phv00100426,5471,True
phs000287,pht001490,phv00105865,600,True
phs000287,pht001491,phv00106991,3841,True
phs000287,pht001451,phv00099860,4860,True
phs000287,pht001452,phv00100413,5447,True
phs000287,pht001490,phv00105618,587,True
phs000287,pht001491,phv00106920,3774,True
phs000287,pht001451,phv00099859,4860,True
phs000287,pht001452,phv00100412,5447,True
phs000287,pht001490,phv00105617,587,True
phs000287,pht001491,phv00106919,3774,True
phs000287,pht001450,phv00099350,4875,True
phs000287,pht001452,phv00100384,5500,True
phs000287,pht001490,phv00105415,625,True
phs000287,pht001491,phv00106777,3989,True
phs000287,pht001450,phv00099038,4859,True
phs000287,pht001452,phv00100322,5482,True
phs000287,pht001464,phv00100782,5482,True
phs000287,pht001490,phv00105981,623,True
phs000287,pht003699,phv00197455,1201,True
phs000287,pht001450,phv00099031,4865,True
phs000287,pht001452,phv00100321,5493,True
phs000287,pht001464,phv00100785,5493,True
phs000287,pht001490,phv00105974,628,True
phs000287,pht001450,phv00098819,4794,True
phs000287,pht001490,phv00105136,606,True
phs000287,pht001489,phv00104798,4473,True
phs000287,pht001491,phv00107012,4262,True
phs000287,pht001492,phv00107899,4684,True
phs000287,pht001493,phv00108587,4458,True
phs000287,pht001494,phv00109355,4282,True
phs000287,pht001495,phv00110002,4026,True
phs000287,pht003699,phv00197451,1201,True
phs000287,pht001452,phv00100508,5531,True
phs000287,pht001474,phv00101485,3843,True
phs000287,pht001475,phv00102633,3572,True
phs000287,pht001488,phv00104040,4638,True
phs000287,pht001489,phv00104788,4471,True
phs000287,pht001491,phv00107002,4260,True
phs000287,pht001492,phv00107889,4689,True
phs000287,pht001493,phv00108577,4469,True
phs000287,pht001494,phv00109345,4289,True
phs000287,pht001495,phv00109992,4033,True
phs000287,pht001495,phv00110399,2500,True
phs000287,pht001450,phv00099017,4713,True
phs000287,pht001474,phv00101495,3842,True
